kingdom,phylum,class,order,family,genus,species,decimalLatitude,decimalLongitude,annual_mean_temperature,mean_diurnal_range,isothermality,temperature_seasonality,max_temperature_warmest_month,min_temperature_coldest_month,temperature_annual_range,mean_temperature_wettest_quarter,mean_temperature_driest_quarter,mean_temperature_warmest_quarter,mean_temperature_coldest_quarter,annual_precipitation,precipitation_wettest_month,precipitation_driest_month,precipitation_seasonality,precipitation_wettest_quarter,precipitation_driest_quarter,precipitation_warmest_quarter,precipitation_coldest_quarter,aridity_index,topsoil_ph,subsoil_ph,topsoil_texture,subsoil_texture,elevation,reliability_score
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Bauhinia,Bauhinia racemosa,17.425856,73.663576,0.8579387186629527,0.7192982456140351,0.4693877551020408,0.4248884481903817,0.845679012345679,0.676,0.6540697674418605,0.8604651162790697,0.715203426124197,0.8456375838926175,0.789010989010989,0.065002447381302,0.0797366495976591,0.0128205128205128,0.7777777777777778,0.0801241359853293,0.025830258302583,0.014393799594021,0.0014385532264693,0.0382532159783344,0.7951806931281792,0.8433734745950935,0.6666666666666666,0.6923076923076923,0.1148449039881831,0.7785196761331619
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Parthenium,Parthenium hysterophorus,11.062546,77.909065,0.8587786259541985,0.5700934579439252,0.3555555555555555,0.4260519801980198,0.8586206896551725,0.6921182266009852,0.6123778501628665,0.8849765258215962,0.6456456456456456,0.8588235294117647,0.783068783068783,0.104483668086833,0.0962109955423477,0.0232558139534883,0.5615384615384615,0.1097542814594192,0.1170212765957446,0.0378903274942878,0.0051376900945334,0.0841809566438747,0.7951806931281792,0.8192771125867657,0.6666666666666666,0.7692307692307693,0.0684775165487331,0.7707560119779692
Plantae,Tracheophyta,Magnoliopsida,Sapindales,Meliaceae,Azadirachta,Azadirachta indica,24.780325,71.644097,0.9888579387186628,0.3421052631578947,0.7346938775510204,0.1774913237481408,0.8055555555555556,0.94,0.2325581395348837,0.872093023255814,0.9186295503211992,0.8993288590604027,0.9714285714285714,0.1363636363636363,0.0789473684210526,0.1666666666666666,0.3185185185185185,0.1054962754177572,0.2250922509225092,0.0376141859215475,0.0780928894369091,0.0761130646989873,0.8795180750578437,0.9036144370661716,0.6666666666666666,0.6923076923076923,0.0073855243722304,0.7543323217121944
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Verbenaceae,Lantana,Lantana camara,24.631687,72.765318,0.8662952646239555,0.6491228070175439,0.4285714285714285,0.5108577094695091,0.8703703703703703,0.696,0.6482558139534884,0.913953488372093,0.8351177730192719,0.8657718120805369,0.7648351648351648,0.2125420875420875,0.1921850079744816,0.0512820512820512,0.6814814814814815,0.2305214415139923,0.1697416974169741,0.1853842020419129,0.0147965474722564,0.1457120347418381,0.6144578057149449,0.5903614437066171,0.6666666666666666,0.6923076923076923,0.04006646971935,0.7678266546224147
Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Diploprora,Diploprora championii,13.121441,75.523667,0.98050139275766,0.3947368421052631,0.5918367346938775,0.2345066931085771,0.8518518518518519,0.902,0.3313953488372093,0.9,0.9379014989293362,0.9228187919463088,0.953846153846154,0.1159623472862006,0.1170446232626188,0.0128205128205128,0.4666666666666667,0.0998672370556129,0.051660516605166,0.0357680722891566,0.0293875873407316,0.0782606019572844,0.6506024061776953,0.6265059867191088,0.3333333333333333,0.9230769230769232,0.0022156573116691,0.7637498754903768
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Trifolium,Trifolium repens,11.402233,76.705829,0.3303167420814479,0.4766355140186916,0.7727272727272727,0.0629583769882846,0.0952380952380952,0.5077720207253886,0.2636103151862464,0.5449871465295629,0.3796992481203007,0.0945273631840796,0.5994236311239193,0.3156996587030716,0.1689373297002724,0.2625,0.2384615384615384,0.1683857040057567,0.2981818181818181,0.1249438202247191,0.0313531353135313,0.2196181341055108,0.6024096247107811,0.6265059867191088,0.6666666666666666,0.3846153846153846,0.6782372472079686,0.7903427104185713
Plantae,Tracheophyta,Magnoliopsida,Rosales,Rhamnaceae,Hovenia,Hovenia dulcis,30.75,77.833333,0.918918918918919,0.8073394495412844,0.3333333333333333,0.4236599891716296,0.989100817438692,0.7237936772046589,0.6075388026607539,0.9111111111111112,0.9897959183673468,0.9791044776119404,0.8197879858657244,0.093215895984062,0.1234762092017302,0.0114942528735632,0.823076923076923,0.1165349449868278,0.0305084745762711,0.0627731426301152,0.0059597205096588,0.0553437519692482,0.7951806931281792,0.8433734745950935,0.6666666666666666,0.6923076923076923,0.023199198052413,0.7858284448098705
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Vigna,Vigna radiata,31.365907,76.373027,0.9287531806615776,0.6140350877192983,0.3823529411764705,0.354459875104856,0.8309859154929577,0.7509505703422054,0.5342857142857143,0.9057815845824412,0.893574297188755,0.8823529411764706,0.8568507157464212,0.0387566005778619,0.060948905109489,0.0,0.9383561643835616,0.0497497792169561,0.0032679738562091,0.0370161593385945,0.000624739691795,0.018306002522844,0.9879517615455774,1.0,0.6666666666666666,0.6923076923076923,0.0064013840830449,0.7844859811641597
Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Solanum,Solanum sisymbriifolium,24.918611,86.2875,0.9185750636132316,0.7310924369747899,0.3088235294117647,0.5191465573465014,0.9633802816901408,0.7058823529411765,0.7342857142857143,0.9044585987261148,0.8775100401606426,0.9470588235294116,0.8077709611451943,0.0690170301762772,0.0940576011666059,0.0055555555555555,0.9289940828402368,0.0891438658428949,0.0163398692810457,0.0557641757416447,0.0031236984589754,0.0405808694582038,0.7951806931281792,0.8433734745950935,0.6666666666666666,0.6923076923076923,0.0474048442906574,0.7906190860697683
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Tridax,Tridax procumbens,9.950829,78.213529,0.7521739130434782,0.4859813084112149,0.5675675675675675,0.1827324012754476,0.5727272727272728,0.7603305785123967,0.3491525423728813,0.7410468319559229,0.7363013698630136,0.5806451612903226,0.8282208588957055,0.2534709193245779,0.2937100213219616,0.0,0.72,0.2351421188630491,0.032258064516129,0.0238758456028651,0.0140225460544404,0.1684097782258064,0.5903614437066171,0.6024096247107811,0.6666666666666666,0.2307692307692307,0.2363636363636363,0.7567719140539972
Plantae,Tracheophyta,Magnoliopsida,Rosales,Urticaceae,Pilea,Pilea microphylla,27.927305,80.801268,0.8932291666666666,0.6728971962616822,0.42,0.4788732394366197,0.8850931677018633,0.7150943396226415,0.6944444444444444,0.88,0.8638132295719845,0.8980891719745223,0.7926078028747433,0.1124373119358074,0.126466275659824,0.0454545454545454,0.6666666666666666,0.1237799467613132,0.1743589743589743,0.0252877901490847,0.0121047430830039,0.0840620245577907,0.7951806931281792,0.8433734745950935,0.6666666666666666,0.6923076923076923,0.0275837363424682,0.7743256276234999
Plantae,Tracheophyta,Magnoliopsida,Myrtales,Combretaceae,Terminalia,Terminalia catappa,12.28829,76.63585,0.819327731092437,0.514018691588785,0.5365853658536586,0.3419631901840491,0.5714285714285714,0.6818181818181818,0.3973063973063973,0.8805555555555555,0.6212624584717608,0.7174887892376681,0.7740963855421686,0.4360135900339751,0.2415033986405438,0.1860465116279069,0.3153846153846154,0.3267286696320259,0.4101123595505618,0.3655507559395248,0.0150020550760378,0.2376436992018745,0.6987951876446095,0.7108433686487734,1.0,0.2307692307692307,0.0095693779904306,0.7560383171218082
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Verbenaceae,Duranta,Duranta erecta,21.133867,79.122922,0.9287531806615776,0.7563025210084033,0.3970588235294117,0.3841423646697102,0.923943661971831,0.7400379506641366,0.6428571428571429,0.8853503184713376,0.9016064257028112,0.9147058823529411,0.8568507157464212,0.0532815456627825,0.0772876412686839,0.0,0.9349112426035504,0.0706090026478376,0.0,0.0073225685317311,0.0004164931278633,0.0272744054394978,0.9879517615455774,1.0,0.6666666666666666,0.6923076923076923,0.039273356401384,0.789944397079394
Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,Euphorbia leucocephala,23.167904,72.637328,0.9233716475095786,0.8130841121495327,0.5,0.3643770627062706,0.9047619047619048,0.7044334975369458,0.6514657980456026,0.903755868544601,0.878125,0.8923766816143498,0.8492063492063492,0.0659362953946033,0.099925705794948,0.0,0.8461538461538461,0.0905435591958302,0.0159574468085106,0.011043412033511,0.0008220304151253,0.0383707110774977,0.7951806931281792,0.8433734745950935,0.6666666666666666,0.6923076923076923,0.0205460174500422,0.7828598278331729
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Oleaceae,Nyctanthes,Nyctanthes arbor-tristis,22.433323,87.299904,0.8958333333333334,0.9813084112149532,0.44,0.6683654558932542,0.968944099378882,0.6377358490566037,0.8746268656716418,0.9601990049751244,0.7957198443579766,0.9748427672955976,0.7433264887063655,0.0147442326980942,0.0179618768328445,0.0454545454545454,0.5952380952380952,0.0186335403726708,0.0564102564102564,0.0111257778615877,0.0035910435149978,0.0084984094296998,0.7710843311198514,0.7590361501156876,0.3333333333333333,1.0,0.0315242701056779,0.8023088300211901
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Clitoria,Clitoria ternatea,15.81688,80.35869,0.9804469273743016,0.3947368421052631,0.6041666666666666,0.2332496233048719,0.8571428571428571,0.904,0.3294460641399417,0.9158653846153846,0.9439655172413792,0.9315068493150684,0.953846153846154,0.1836834391792867,0.1243005595523581,0.0128205128205128,0.465648854961832,0.132875605815832,0.055350553505535,0.0762207225089321,0.0291880781089414,0.1284485165351133,0.6506024061776953,0.6265059867191088,0.3333333333333333,0.9230769230769232,0.003956292388847,0.7611508226897132
