kingdom,phylum,class,order,family,genus,species,decimalLatitude,decimalLongitude,annual_mean_temperature,mean_diurnal_range,isothermality,temperature_seasonality,max_temperature_warmest_month,min_temperature_coldest_month,temperature_annual_range,mean_temperature_wettest_quarter,mean_temperature_driest_quarter,mean_temperature_warmest_quarter,mean_temperature_coldest_quarter,annual_precipitation,precipitation_wettest_month,precipitation_driest_month,precipitation_seasonality,precipitation_wettest_quarter,precipitation_driest_quarter,precipitation_warmest_quarter,precipitation_coldest_quarter,aridity_index,topsoil_ph,subsoil_ph,topsoil_texture,subsoil_texture,elevation,reliability_score
Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Peristylus,Peristylus caranjensis,9.9667,76.2333,0.7267441860465116,0.3669724770642202,0.5862068965517241,0.1057908545727136,0.5331412103746398,0.7411273486430062,0.2120343839541547,0.6501240694789082,0.71875,0.5852090032154341,0.7832167832167832,0.1810505223987405,0.1182396606574761,0.4942528735632184,0.1461538461538461,0.1108936725375081,0.4745762711864407,0.0809088390135771,0.1006323893318669,0.1370284242692137,0.5903614437066171,0.6024096247107811,0.6666666666666666,0.2307692307692307,0.1897463002114165,0.4922963682447776
Plantae,Tracheophyta,Magnoliopsida,Cucurbitales,Cucurbitaceae,Coccinia,Coccinia grandis,16.84042,74.596029,0.90625,0.7663551401869159,0.38,0.5690326167531505,0.9503105590062112,0.6849056603773584,0.7820895522388059,0.9029850746268656,0.867704280155642,0.9559748427672956,0.7802874743326489,0.0683049147442327,0.094941348973607,0.0909090909090909,0.7936507936507936,0.0851818988464951,0.123076923076923,0.0465774090137657,0.0061258977608787,0.0519586298043675,0.7951806931281792,0.8433734745950935,0.6666666666666666,0.6923076923076923,0.029733118395128,0.5167555831607953
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Chromolaena,Chromolaena odorata,11.356168,76.106912,0.8722358722358723,0.2935779816513761,0.6666666666666666,0.0582024905251759,0.690537084398977,0.891846921797005,0.1241685144124168,0.7666666666666667,0.8928571428571429,0.768595041322314,0.931095406360424,0.3816713851315927,0.4742430200550531,0.0459770114942528,0.6335877862595419,0.4001239733457307,0.1084745762711864,0.0659515295987286,0.4410193177147554,0.3625076616008423,0.5783132627024533,0.5783132627024533,0.6666666666666666,0.3846153846153846,0.084460844608446,0.4972092437837643
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Amaranthaceae,Alternanthera,Alternanthera sessilis,11.155578,77.373535,0.9505208333333334,0.4579439252336448,0.84,0.102761304670126,0.7701863354037267,0.9169811320754716,0.2417910447761194,0.8258706467661692,0.9280155642023348,0.8364779874213837,0.9630390143737166,0.0567703109327984,0.0535190615835777,0.1818181818181818,0.3174603174603174,0.0431824903874593,0.1487179487179487,0.0217022079637667,0.0331643430502746,0.0350386500899018,0.7710843311198514,0.7590361501156876,0.6666666666666666,0.3846153846153846,0.0567795092244313,0.49133178790088494
Plantae,Tracheophyta,Magnoliopsida,Rosales,Ulmaceae,Holoptelea,Holoptelea integrifolia,26.831862,75.786433,0.9607843137254902,0.1339285714285714,0.4583333333333333,0.2006108976253818,0.7521865889212828,0.9134808853118712,0.1970149253731343,0.906040268456376,0.8666666666666667,0.8782051282051282,0.9385964912280702,0.1203383314109957,0.1024489795918367,0.1276595744680851,0.4285714285714285,0.0996618615411995,0.1243781094527363,0.0404510909536651,0.0052029136316337,0.0814303158431901,0.9156626180703354,0.0,0.6666666666666666,0.0,0.0107458912768647,0.5307691900161456
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Bignoniaceae,Tecoma,Tecoma stans,18.551445,73.943456,0.8277310924369747,0.7757009345794392,0.2926829268292683,0.7122699386503067,0.8968253968253969,0.4826498422712933,0.8506944444444444,0.9023569023569024,0.906896551724138,0.905829596412556,0.6258278145695364,0.0548474867535443,0.0520748576078112,0.048780487804878,0.78125,0.0693355344614114,0.073170731707317,0.0481081081081081,0.0053431976983148,0.0396228554153125,0.9156626180703354,0.0,0.6666666666666666,0.0,0.0762735716296087,0.5584624461759058
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Sphagneticola,Sphagneticola trilobata,28.554724,77.211195,0.9491094147582696,0.2436974789915966,0.6176470588235294,0.0657784403242336,0.7154929577464789,0.9278937381404174,0.1485714285714285,0.8535031847133758,0.9156626506024096,0.8235294117647058,0.983640081799591,0.3216811074594164,0.3860736419978126,0.0,0.7869822485207101,0.3749632244777875,0.0016339869281045,0.0319188884716485,0.0024989587671803,0.2448543211395871,0.5783132627024533,0.5783132627024533,0.6666666666666666,0.3846153846153846,0.0024221453287197,0.4984505925013419
Plantae,Tracheophyta,Liliopsida,Liliales,Liliaceae,Streptopus,Streptopus simplex,27.260617,88.786872,0.9467787114845938,0.3839285714285714,0.5208333333333334,0.2487056754908664,0.8046647230320699,0.8430583501006036,0.3552238805970149,0.9086859688195992,0.8416666666666667,0.8814102564102564,0.906318082788671,0.1311834094368341,0.1168736303871439,0.0851063829787234,0.4850746268656716,0.1204359673024523,0.1990049751243781,0.0455030216850337,0.0120707596253902,0.1231048095976896,0.7590361501156876,0.7349397306571012,0.3333333333333333,0.7692307692307693,0.0074273072060682,0.48905110217477776
Plantae,Tracheophyta,Magnoliopsida,Gentianales,Apocynaceae,Allamanda,Allamanda cathartica,27.837563,76.930515,0.977886977886978,0.4862385321100917,0.5,0.1737276664861938,0.8900255754475703,0.9051580698835274,0.2793791574279379,0.8622222222222222,0.923469387755102,0.9338842975206612,0.9540636042402828,0.0935304603124672,0.0692095949665749,0.0344827586206896,0.2748091603053435,0.0640012397334573,0.0542372881355932,0.0309892729439809,0.0466502260583641,0.0571626101849378,0.9518072185330858,0.9759036379916722,1.0,0.2307692307692307,0.023096897635643,0.5122830164319631
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Synedrella,Synedrella nodiflora,26.101523,91.845415,0.8506787330316742,0.5865384615384616,0.3409090909090909,0.3871797314029908,0.8087431693989071,0.6813471502590673,0.5644699140401146,0.9329758713136728,0.5141509433962265,0.8246753246753247,0.7838616714697406,0.1714896096329384,0.1353880022014309,0.0375,0.6528925619834711,0.1631222812953117,0.0836363636363636,0.0908163265306122,0.0079757975797579,0.144152119259233,0.7590361501156876,0.7349397306571012,0.3333333333333333,0.7692307692307693,0.0790745856353591,0.49651432502382886
Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Melastoma,Melastoma malabathricum,10.260346,77.167581,0.8507042253521127,0.7142857142857143,0.3695652173913043,0.597694354123559,0.8950437317784257,0.6599597585513078,0.7194029850746269,0.912751677852349,0.9166666666666666,0.9006410256410257,0.7302631578947368,0.1302063308983724,0.1328671328671328,0.1914893617021276,0.6015037593984962,0.1451242829827916,0.3582089552238806,0.0980632507967639,0.0249260667511618,0.1022799759426998,0.746987911661265,0.7349397306571012,0.3333333333333333,0.7692307692307693,0.0589443742098609,0.5114757651334376
Plantae,Tracheophyta,Liliopsida,Commelinales,Pontederiaceae,Pontederia,Pontederia crassipes,11.8625,79.785556,0.9442896935933148,0.1929824561403508,0.7551020408163265,0.0734754586018839,0.6851851851851852,0.926,0.1395348837209302,0.8811188811188811,0.907725321888412,0.8148148148148148,0.9758241758241758,0.3870422535211267,0.3733013589128697,0.0,0.7669172932330827,0.4515347334410339,0.007380073800738,0.2195056421278882,0.0014385532264693,0.2568809102790805,0.5903614437066171,0.6024096247107811,0.6666666666666666,0.2307692307692307,0.0093196644920782,0.5057843290765638
Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,Euphorbia milii,23.550316,73.132087,0.8958333333333334,0.8691588785046729,0.46,0.5579132690882135,0.9254658385093169,0.6735849056603773,0.8024691358024691,0.905,0.8501945525291829,0.9490445859872612,0.7741273100616016,0.0396188565697091,0.0571847507331378,0.0681818181818181,0.8174603174603174,0.051611949127477,0.0769230769230769,0.0266087941120966,0.004693675889328,0.0332406140984463,0.7710843311198514,0.7590361501156876,0.3333333333333333,1.0,0.0524807451191115,0.5372610930768856
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Vigna,Vigna unguiculata,15.294036,74.025597,0.9693486590038314,0.3457943925233644,0.5681818181818182,0.1984845295727215,0.7738095238095238,0.9181141439205956,0.2703583061889251,0.8474178403755869,0.896875,0.8654708520179372,0.9444444444444444,0.1088456076283221,0.1054977711738484,0.1162790697674418,0.4076923076923077,0.0930752047654504,0.1329787234042553,0.0329398324447829,0.0322646937936703,0.0758153390235996,0.6506024061776953,0.6265059867191088,0.3333333333333333,0.9230769230769232,0.00591049817056,0.502012365996009
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Calyptocarpus,Calyptocarpus vialis,12.977622,77.743133,0.8379629629629629,0.8037383177570093,0.5609756097560976,0.3293178316290797,0.8325581395348837,0.6666666666666666,0.6180555555555556,0.7464285714285714,0.7424242424242424,0.7539267015706806,0.822742474916388,0.0528426177860518,0.0353946297803091,0.024390243902439,0.484375,0.0400330169211721,0.0304878048780487,0.0232683982683982,0.0059609455292908,0.0266245913720451,0.8554216555992573,0.9277107990744992,1.0,0.2307692307692307,0.2172640819312362,0.503386841606562
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Tridax,Tridax procumbens,13.619851,79.39545,0.8488372093023255,0.5267857142857143,0.7446808510638298,0.1531168045188622,0.7192429022082019,0.8297413793103449,0.3109756097560975,0.8166259168704156,0.8236775818639799,0.7455830388692579,0.8689655172413793,0.0933745279780295,0.057154276578737,0.024390243902439,0.4031007751937984,0.0650242326332794,0.0396039603960396,0.0382139983909895,0.0108941418293936,0.0804040506586127,0.7710843311198514,0.7590361501156876,0.6666666666666666,0.3846153846153846,0.1763661471690668,0.47531900947589023
Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Acalypha,Acalypha hispida,22.403019,87.856617,0.8976608187134503,0.6785714285714286,0.391304347826087,0.4359184509783834,0.9556962025316456,0.7362637362637363,0.6545454545454545,0.8909512761020881,0.8778625954198473,0.9347079037800688,0.8235294117647058,0.1467915559904935,0.1632396139320184,0.0425531914893617,0.8345864661654135,0.1977329974811083,0.0757575757575757,0.022410494670675,0.0070967741935483,0.0917616476704659,0.9518072185330858,0.9759036379916722,1.0,0.2307692307692307,0.0851063829787234,0.5157474678098677
Plantae,Tracheophyta,Liliopsida,Zingiberales,Musaceae,Ensete,Ensete superbum,17.145032,73.268059,0.9274924471299094,0.8125,0.5116279069767442,0.3887456563165564,0.9064516129032258,0.7252747252747253,0.6754098360655738,0.9764150943396226,0.7474226804123711,0.9054545454545454,0.8523809523809524,0.0953031596925704,0.1016379672406551,0.0,0.8943089430894309,0.1048759983186212,0.0151515151515151,0.0317460317460317,0.0006451612903225,0.035007947206406,0.8192771125867657,0.8674698366034213,0.6666666666666666,0.2307692307692307,0.0269076305220883,0.5141825664856456
Plantae,Tracheophyta,Magnoliopsida,Rosales,Moraceae,Ficus,Ficus racemosa,24.999716,73.139203,0.9052924791086352,0.7105263157894737,0.4693877551020408,0.4324243926623698,0.8981481481481481,0.712,0.6511627906976745,0.9,0.8798283261802575,0.9057239057239056,0.8219780219780219,0.0746478873239436,0.0842988413903316,0.0128205128205128,0.849624060150376,0.1017770597738287,0.018450184501845,0.0110155830198817,0.001233045622688,0.0391229991737284,0.9879517615455774,1.0,0.6666666666666666,0.6923076923076923,0.0646784715750233,0.5130241751967566
