model_loss,error,accuracy,precision,recall,f1,tpr,tnr,optimal_threshold
Random_Forest_Original_Loss,'precision',,,,,,,
Random_Forest_Dice_Loss,,0.7567567567567568,0.7142857142857143,0.8333333333333334,0.7692307692307693,0.8333333333333334,0.6842105263157895,0.4368421052631579
Random_Forest_Focal_Loss,,0.5945945945945946,1.0,0.16666666666666666,0.2857142857142857,0.16666666666666666,1.0,0.9
Random_Forest_Tversky_Loss,,0.7567567567567568,0.7142857142857143,0.8333333333333334,0.7692307692307693,0.8333333333333334,0.6842105263157895,0.4368421052631579
Logistic_Regression_Original_Loss,'precision',,,,,,,
Logistic_Regression_Dice_Loss,,0.7027027027027027,0.6521739130434783,0.8333333333333334,0.7317073170731707,0.8333333333333334,0.5789473684210527,0.4789473684210527
Logistic_Regression_Focal_Loss,,0.5675675675675675,1.0,0.1111111111111111,0.2,0.1111111111111111,1.0,0.731578947368421
Logistic_Regression_Tversky_Loss,,0.7027027027027027,0.6521739130434783,0.8333333333333334,0.7317073170731707,0.8333333333333334,0.5789473684210527,0.4789473684210527
Weighted_Logistic_Regression_Original_Loss,'precision',,,,,,,
Weighted_Logistic_Regression_Dice_Loss,,0.7297297297297297,0.7,0.7777777777777778,0.7368421052631579,0.7777777777777778,0.6842105263157895,0.731578947368421
Weighted_Logistic_Regression_Focal_Loss,,0.7297297297297297,1.0,0.4444444444444444,0.6153846153846154,0.4444444444444444,1.0,0.8157894736842105
Weighted_Logistic_Regression_Tversky_Loss,,0.6486486486486487,0.5925925925925926,0.8888888888888888,0.7111111111111111,0.8888888888888888,0.42105263157894735,0.6894736842105262
