model_loss,error,accuracy,precision,recall,f1,tpr,tnr,optimal_threshold
Random_Forest_Original_Loss,'precision',,,,,,,
Random_Forest_Dice_Loss,,0.6351351351351351,0.5869565217391305,0.9557522123893806,0.7272727272727273,0.9557522123893806,0.30275229357798167,0.1842105263157895
Random_Forest_Focal_Loss,,0.6261261261261262,0.875,0.30973451327433627,0.45751633986928103,0.30973451327433627,0.9541284403669725,0.9
Random_Forest_Tversky_Loss,,0.6306306306306306,0.5828877005347594,0.9646017699115044,0.7266666666666667,0.9646017699115044,0.28440366972477066,0.14210526315789473
Logistic_Regression_Original_Loss,'precision',,,,,,,
Logistic_Regression_Dice_Loss,,0.583710407239819,0.5490196078431373,1.0,0.7088607594936709,1.0,0.1559633027522936,0.3526315789473684
Logistic_Regression_Focal_Loss,,0.49321266968325794,0.0,0.0,0.0,0.0,1.0,0.7736842105263158
Logistic_Regression_Tversky_Loss,,0.583710407239819,0.5490196078431373,1.0,0.7088607594936709,1.0,0.1559633027522936,0.3526315789473684
Weighted_Logistic_Regression_Original_Loss,'precision',,,,,,,
Weighted_Logistic_Regression_Dice_Loss,,0.5972850678733032,0.5572139303482587,1.0,0.7156549520766773,1.0,0.1834862385321101,0.7736842105263158
Weighted_Logistic_Regression_Focal_Loss,,0.5384615384615384,0.6041666666666666,0.25892857142857145,0.3625,0.25892857142857145,0.8256880733944955,0.9
Weighted_Logistic_Regression_Tversky_Loss,,0.5972850678733032,0.5572139303482587,1.0,0.7156549520766773,1.0,0.1834862385321101,0.7736842105263158
