longitude,latitude,annual_mean_temperature,mean_diurnal_range,isothermality,temperature_seasonality,max_temperature_warmest_month,min_temperature_coldest_month,temperature_annual_range,mean_temperature_wettest_quarter,mean_temperature_driest_quarter,mean_temperature_warmest_quarter,mean_temperature_coldest_quarter,annual_precipitation,precipitation_wettest_month,precipitation_driest_month,precipitation_seasonality,precipitation_wettest_quarter,precipitation_driest_quarter,precipitation_warmest_quarter,precipitation_coldest_quarter,aridity_index,topsoil_ph,subsoil_ph,topsoil_texture,subsoil_texture,elevation
74.078091,15.225899,0.8953488372093024,0.6444444444444445,0.47368421052631576,0.29178082191780824,0.7757009345794392,0.6987951807228916,0.4787234042553192,0.8823529411764706,0.776595744680851,0.9120879120879121,0.9047619047619048,0.42227923882830876,0.44529411764705884,0.0,0.7962962962962963,0.45670103092783504,0.0078125,0.04819277108433735,0.0024752475247524753,0.42904605514397004,0.6447368627439908,0.6666666666666666,1.0,0.25,0.023901808785529714
74.842825,12.817645,0.872093023255814,0.4,0.7368421052631579,0.12054794520547946,0.6635514018691588,0.891566265060241,0.18085106382978725,0.7764705882352941,0.851063829787234,0.8571428571428571,0.8928571428571429,0.6264699593756682,0.5417647058823529,0.0,0.7037037037037037,0.6180412371134021,0.0390625,0.19076305220883535,0.5979097909790979,0.40838616054380206,0.7105263372537505,0.6933333079020182,0.5,1.0,0.012919896640826873
77.015704,8.357222,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.028423772609819122
73.908504,15.539527,0.9069767441860465,0.6888888888888889,0.42105263157894735,0.29041095890410956,0.794392523364486,0.6746987951807228,0.5212765957446809,0.8941176470588236,0.7872340425531915,0.9230769230769231,0.9166666666666666,0.4402394697455634,0.4588235294117647,0.0,0.8240740740740741,0.4847938144329897,0.0,0.8082329317269076,0.0027502750275027505,0.4476055907736959,0.7105263372537505,0.6933333079020182,0.5,1.0,0.007751937984496124
73.05641,18.079821,0.8023255813953488,0.2222222222222222,0.15789473684210525,0.3308219178082192,0.5887850467289719,0.7108433734939759,0.2553191489361702,0.8588235294117647,0.6170212765957447,0.8241758241758241,0.75,0.5745135770793244,0.5947058823529412,0.0,0.8796296296296297,0.6417525773195877,0.0,0.748995983935743,0.0008250825082508251,0.47624684946154433,0.8157894588243266,0.8400000254313151,1.0,0.4166666666666667,0.029069767441860465
74.039588,15.011899,0.8837209302325582,0.5555555555555556,0.47368421052631576,0.2273972602739726,0.7289719626168224,0.7349397590361446,0.39361702127659576,0.8588235294117647,0.776595744680851,0.8901098901098901,0.9047619047619048,0.4740218088518281,0.47411764705882353,0.0,0.7962962962962963,0.5046391752577319,0.0078125,0.06927710843373494,0.0027502750275027505,0.45699992362331016,0.6315789803903853,0.6400000254313151,1.0,0.4166666666666667,0.015503875968992248
74.998729,13.208195,0.8255813953488372,0.6222222222222222,0.5789473684210527,0.21643835616438356,0.7289719626168224,0.7228915662650602,0.40425531914893614,0.7411764705882353,0.7978723404255319,0.8571428571428571,0.8571428571428571,0.8571734017532606,0.8347058823529412,0.0,0.7314814814814815,0.8314432989690722,0.046875,0.19979919678714858,0.8404840484048405,0.7996639425647293,0.6447368627439908,0.6666666666666666,1.0,0.25,0.06201550387596899
74.994243,12.540423,0.8604651162790697,0.4222222222222222,0.6842105263157895,0.1404109589041096,0.6822429906542056,0.8795180722891566,0.2127659574468085,0.7647058823529411,0.851063829787234,0.8681318681318682,0.8928571428571429,0.6546931793884969,0.5935294117647059,0.03333333333333333,0.6851851851851852,0.6270618556701031,0.0546875,0.2429718875502008,0.6053355335533553,0.5619414954555869,0.7105263372537505,0.6933333079020182,0.5,1.0,0.03682170542635659
74.728769,13.493367,0.8604651162790697,0.6,0.631578947368421,0.17397260273972603,0.719626168224299,0.7469879518072289,0.3723404255319149,0.8,0.8085106382978723,0.8681318681318682,0.9047619047619048,0.7793457344451572,0.7517647058823529,0.0,0.7407407407407407,0.76340206185567,0.0234375,0.19377510040160642,0.7546754675467546,0.7314977468876499,0.6447368627439908,0.6666666666666666,1.0,0.25,0.008397932816537468
76.839306,8.645192,0.813953488372093,0.2222222222222222,0.7894736842105263,0.03767123287671233,0.5887850467289719,0.963855421686747,0.031914893617021274,0.8470588235294118,0.8085106382978723,0.8021978021978022,0.8809523809523809,0.2674791533033996,0.11352941176470588,0.7333333333333333,0.1388888888888889,0.1190721649484536,0.765625,0.3333333333333333,0.07783278327832784,0.25807683494997324,0.7105263372537505,0.6933333079020182,0.5,1.0,0.03165374677002584
