longitude,latitude,annual_mean_temperature,mean_diurnal_range,isothermality,temperature_seasonality,max_temperature_warmest_month,min_temperature_coldest_month,temperature_annual_range,mean_temperature_wettest_quarter,mean_temperature_driest_quarter,mean_temperature_warmest_quarter,mean_temperature_coldest_quarter,annual_precipitation,precipitation_wettest_month,precipitation_driest_month,precipitation_seasonality,precipitation_wettest_quarter,precipitation_driest_quarter,precipitation_warmest_quarter,precipitation_coldest_quarter,aridity_index,topsoil_ph,subsoil_ph,topsoil_texture,subsoil_texture,elevation
76.6269,9.04166,0.8488372093023255,0.3333333333333333,0.8947368421052632,0.017123287671232876,0.6355140186915887,0.963855421686747,0.0851063829787234,0.8,0.776595744680851,0.8351648351648352,0.9404761904761905,0.4028223220012829,0.20647058823529413,0.6,0.2222222222222222,0.22371134020618558,0.78125,0.43172690763052207,0.2717271727172717,0.41136485144733825,0.7105263372537505,0.6933333079020182,0.5,1.0,0.020025839793281652
76.566153,9.519405,0.8953488372093024,0.4444444444444444,0.8947368421052632,0.05,0.7102803738317757,0.9759036144578314,0.1595744680851064,0.8235294117647058,0.8404255319148937,0.8791208791208791,0.9642857142857143,0.48129142612785974,0.2464705882352941,0.7666666666666667,0.25,0.2930412371134021,0.8984375,0.4568273092369478,0.3393839383938394,0.46307187046513404,0.6447368627439908,0.6666666666666666,1.0,0.25,0.011627906976744186
76.63444,9.1032,0.8604651162790697,0.35555555555555557,0.8947368421052632,0.03219178082191781,0.6542056074766355,0.963855421686747,0.10638297872340426,0.8,0.7872340425531915,0.8461538461538461,0.9404761904761905,0.41479580927945264,0.20823529411764705,0.6,0.21296296296296297,0.23247422680412372,0.796875,0.4387550200803213,0.3641364136413641,0.42545635072175975,0.6447368627439908,0.6666666666666666,1.0,0.25,0.025839793281653745
76.76429,9.19877,0.8837209302325582,0.4222222222222222,0.8947368421052632,0.052054794520547946,0.6822429906542056,0.9518072289156626,0.14893617021276595,0.8470588235294118,0.7872340425531915,0.8681318681318682,0.9404761904761905,0.396835578362198,0.17588235294117646,0.6333333333333333,0.18518518518518517,0.21288659793814432,0.859375,0.42771084337349397,0.07920792079207921,0.406629496677614,0.6447368627439908,0.6666666666666666,1.0,0.25,0.027131782945736434
76.328266,10.059159,0.8953488372093024,0.4888888888888889,0.7894736842105263,0.14726027397260275,0.7476635514018691,0.9518072289156626,0.22340425531914893,0.788235294117647,0.851063829787234,0.8901098901098901,0.9166666666666666,0.5480008552490913,0.3523529411764706,0.43333333333333335,0.3888888888888889,0.39278350515463917,0.5859375,0.4929718875502008,0.3990649064906491,0.49980905827541433,0.6447368627439908,0.6666666666666666,1.0,0.25,0.007751937984496124
75.37381,11.88142,0.872093023255814,0.4444444444444444,0.631578947368421,0.15958904109589042,0.7102803738317757,0.8795180722891566,0.24468085106382978,0.7647058823529411,0.8723404255319149,0.8791208791208791,0.9047619047619048,0.5501389779773359,0.49058823529411766,0.1,0.6759259259259259,0.5278350515463918,0.1015625,0.23393574297188754,0.503025302530253,0.5531581761246468,0.7105263372537505,0.6933333079020182,0.5,1.0,0.02131782945736434
76.63592,8.88393,0.8488372093023255,0.28888888888888886,0.8421052631578947,0.04041095890410959,0.6261682242990654,0.9759036144578314,0.06382978723404255,0.8823529411764706,0.7659574468085106,0.8351648351648352,0.9285714285714286,0.3568526833440239,0.18941176470588236,0.6,0.21296296296296297,0.1922680412371134,0.75,0.40160642570281124,0.07618261826182618,0.3509508897884366,0.7105263372537505,0.6933333079020182,0.5,1.0,0.013565891472868217
75.22779,12.118626,0.8837209302325582,0.4444444444444444,0.631578947368421,0.18972602739726027,0.719626168224299,0.891566265060241,0.24468085106382978,0.7764705882352941,0.8723404255319149,0.9010989010989011,0.9047619047619048,0.6067992302758178,0.5558823529411765,0.13333333333333333,0.6666666666666666,0.5724226804123711,0.1015625,0.2720883534136546,0.5552805280528053,0.582601390055755,0.7105263372537505,0.6933333079020182,0.5,1.0,0.009689922480620155
72.830453,19.053738,0.8255813953488372,0.5555555555555556,0.15789473684210525,0.6315068493150685,0.7009345794392523,0.5180722891566265,0.5531914893617021,0.9411764705882353,0.5638297872340425,0.8791208791208791,0.6785714285714286,0.36903998289501816,0.4041176470588235,0.0,0.8796296296296297,0.4193298969072165,0.0078125,0.48092369477911645,0.000275027502750275,0.21011227373405636,0.9605263529391835,1.0,1.0,0.75,0.0103359173126615
76.65555,9.37043,0.8953488372093024,0.4222222222222222,0.8421052631578947,0.04452054794520548,0.7009345794392523,0.963855421686747,0.1595744680851064,0.8235294117647058,0.8191489361702128,0.8681318681318682,0.9642857142857143,0.4490057729313663,0.21529411764705883,0.7,0.2222222222222222,0.26108247422680414,0.875,0.4457831325301205,0.3162816281628163,0.4603223096311006,0.6447368627439908,0.6666666666666666,1.0,0.25,0.02648578811369509
