longitude,latitude,annual_mean_temperature,mean_diurnal_range,isothermality,temperature_seasonality,max_temperature_warmest_month,min_temperature_coldest_month,temperature_annual_range,mean_temperature_wettest_quarter,mean_temperature_driest_quarter,mean_temperature_warmest_quarter,mean_temperature_coldest_quarter,annual_precipitation,precipitation_wettest_month,precipitation_driest_month,precipitation_seasonality,precipitation_wettest_quarter,precipitation_driest_quarter,precipitation_warmest_quarter,precipitation_coldest_quarter,aridity_index,topsoil_ph,subsoil_ph,topsoil_texture,subsoil_texture,elevation
87.573668,21.85161,0.813953488372093,0.8222222222222222,0.0,1.0,0.897196261682243,0.0,1.0,1.0,0.2340425531914893,1.0,0.3571428571428571,0.1597177677998717,0.0964705882352941,0.1333333333333333,0.4351851851851852,0.1260309278350515,0.3125,0.2831325301204819,0.0107260726072607,0.1884594821660429,0.6578947450975964,0.5599999745686849,1.0,0.25,0.0083979328165374
75.788563,31.006823,0.5232558139534884,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0212765957446808,1.0,0.0,0.0,0.0,0.1666666666666666,0.5740740740740741,0.0193298969072164,0.3359375,0.179718875502008,0.0178767876787678,0.0,0.8157894588243266,0.8266666412353516,0.6666666666666666,0.4166666666666667,0.1627906976744186
73.851279,26.307248,0.7441860465116279,0.8829787234042553,0.0,0.8016528925619835,1.0,0.1812865497076023,0.8821292775665399,0.9423076923076924,0.5638297872340425,1.0,0.28125,0.0,0.0,0.0,0.9166666666666666,0.0,0.0546875,0.0923694779116465,0.0016501650165016,0.0,1.0,1.0,0.6666666666666666,0.75,0.1912144702842377
74.85601,31.28517,0.4651162790697674,0.9893617021276596,0.0,1.0,0.9806451612903224,0.0,1.0,1.0,0.0,0.9,0.0,0.0380914981346946,0.0204894706886738,0.1666666666666666,0.6296296296296297,0.0245552493109496,0.2265625,0.1415662650602409,0.0143014301430143,0.060439177413733,0.9634146681858776,0.9638553995372496,0.6666666666666666,0.4166666666666667,0.148578811369509
76.55725,31.449723,0.2093023255813953,0.6382978723404256,0.0,0.8086710650329878,0.6645161290322581,0.0674157303370786,0.7715355805243446,0.6153846153846154,0.0,0.625,0.0,0.1749460043196544,0.1508252703471827,0.4,0.6111111111111112,0.144825858180907,0.6328125,0.4236947791164658,0.0387788778877887,0.1964447542697804,0.7804878346626429,0.8313252935909295,0.6666666666666666,0.75,0.4689922480620155
85.395742,23.367207,0.5,0.6808510638297872,0.09375,0.5893810870248194,0.8258064516129032,0.2865168539325842,0.7191011235955056,0.6057692307692307,0.018018018018018,0.7333333333333333,0.3381294964028777,0.2016493225996465,0.1240751280591918,0.1333333333333333,0.5555555555555556,0.15760461037334,0.2421875,0.1977911646586345,0.0134763476347634,0.203485535029627,0.5975610011394082,0.6024096247107811,0.6666666666666666,0.25,0.394702842377261
80.218431,12.872025,1.0,0.4468085106382978,0.40625,0.311655670750864,0.8193548387096774,0.8314606741573034,0.352059925093633,0.7980769230769231,0.90990990990991,0.9333333333333332,0.8561151079136691,0.1633614765364225,0.1007398975526465,0.0666666666666666,0.4259259259259259,0.090202956652468,0.1484375,0.1345381526104417,0.0382288228822882,0.1486580690135935,0.6585366123138198,0.6265059867191088,0.3333333333333333,1.0,0.0071059431524547
77.02064,10.997864,0.7640449438202247,0.4680851063829787,0.75,0.0942507068803016,0.6064516129032258,0.8146067415730337,0.2397003745318352,0.6057692307692307,0.8018018018018018,0.65,0.8489208633093526,0.0441782839191046,0.0051223676721684,0.2,0.324074074074074,0.0,0.2265625,0.0642570281124498,0.0442794279427942,0.0866504008365284,0.7804878346626429,0.7590361501156876,0.6666666666666666,0.4166666666666667,0.2558139534883721
74.857565,21.287002,0.8651685393258427,1.0,0.375,0.4835061262959472,1.0,0.4325842696629213,0.7640449438202247,0.7980769230769231,0.927927927927928,0.9916666666666668,0.6690647482014388,0.0628313371293932,0.0535002845759817,0.0,0.7407407407407407,0.0478217325988983,0.015625,0.0502008032128514,0.0016501650165016,0.0476124085047054,0.9634146681858776,0.9759036379916722,1.0,0.25,0.1027131782945736
75.978477,30.661276,0.5280898876404494,0.9894736842105264,0.125,0.9734527175620484,0.927710843373494,0.0561797752808988,0.9700374531835206,1.0,0.8288288288288288,0.9583333333333334,0.1079136690647482,0.05772629098763,0.0347182697780307,0.1333333333333333,0.6203703703703703,0.043064596895343,0.3203125,0.1696787148594377,0.0162266226622662,0.0766120599512025,0.7560975553023537,0.746987911661265,0.6666666666666666,0.4166666666666667,0.1679586563307493
83.380775,26.749042,0.6629213483146067,0.6736842105263158,0.0625,0.7122211749921458,0.8132530120481928,0.2752808988764045,0.7528089887640449,0.9047619047619048,0.6216216216216216,0.8583333333333333,0.3309352517985611,0.1698409581778912,0.1178144564598747,0.1333333333333333,0.6666666666666666,0.1477215823735603,0.2578125,0.1244979919678714,0.011001100110011,0.1742767514813523,0.9756097787905852,0.9879517615455774,0.6666666666666666,0.75,0.0594315245478036
76.134,13.022,0.3595505617977528,0.5473684210526316,0.59375,0.1460885956644675,0.4518072289156626,0.5449438202247191,0.348314606741573,0.2476190476190476,0.5045045045045045,0.4,0.5827338129496403,0.079913606911447,0.0096755833807626,0.0,0.2685185185185185,0.0050075112669003,0.0703125,0.0833333333333333,0.0159515951595159,0.0901010805158591,0.7560975553023537,0.7590361501156876,0.6666666666666666,0.4166666666666667,0.6369509043927648
78.526322,17.418039,0.7640449438202247,0.6842105263157895,0.28125,0.3972667295004712,0.8433734939759037,0.5280898876404494,0.602996254681648,0.6476190476190476,0.4504504504504504,0.85,0.6546762589928058,0.0801099548399764,0.0210586226522481,0.1333333333333333,0.4444444444444444,0.043815723585378,0.140625,0.0833333333333333,0.0082508250825082,0.0684210526315789,0.7804878346626429,0.7590361501156876,0.6666666666666666,0.4166666666666667,0.3514211886304909
77.068452,10.919853,0.7303370786516854,0.4631578947368421,0.78125,0.0912661011624253,0.5421686746987951,0.797752808988764,0.2359550561797752,0.580952380952381,0.7657657657657657,0.625,0.8273381294964028,0.0431965442764578,0.0034149117814456,0.2333333333333333,0.3055555555555556,0.0,0.21875,0.0592369477911646,0.0453795379537953,0.0806901359358661,0.829268335232347,0.8915662560620077,1.0,0.25,0.2906976744186046
76.80091,31.449574,0.2921348314606741,0.6736842105263158,0.03125,0.8314483191957273,0.6927710843373494,0.1011235955056179,0.7940074906367042,0.6952380952380952,0.054054054054054,0.7083333333333334,0.0503597122302158,0.2059689770272923,0.1661923733636881,0.5,0.5277777777777778,0.1588808393704721,0.7421875,0.5120481927710844,0.0437293729372937,0.2290345067967933,0.8048780558720579,0.8433734745950935,0.6666666666666666,0.75,0.4102067183462532
77.309064,28.678036,0.6067415730337079,0.8315789473684211,0.0625,0.9162739553879988,0.9096385542168676,0.1404494382022472,0.902621722846442,0.9904761904761904,0.0,0.9916666666666668,0.1870503597122302,0.0824661299823286,0.0836653386454183,0.1,0.8055555555555556,0.0824381713714714,0.234375,0.2018072289156626,0.0101760176017601,0.0812478215406064,0.7560975553023537,0.746987911661265,0.6666666666666666,0.4166666666666667,0.1375968992248062
81.606058,16.542877,0.9213483146067416,0.3263157894736842,0.25,0.3118127552623311,0.7108433734939759,0.797752808988764,0.3408239700374532,0.8380952380952381,0.743801652892562,0.8916666666666667,0.7985611510791367,0.1435303357549577,0.0660216277746158,0.0333333333333333,0.4907407407407407,0.0754434174369223,0.0859375,0.1024096385542168,0.0165016501650165,0.1325897525270128,0.829268335232347,0.8915662560620077,1.0,0.25,0.0096899224806201
81.708664,20.834488,0.7752808988764045,0.6842105263157895,0.09375,0.5631479736098021,0.9819277108433736,0.4382022471910112,0.7490636704119851,0.7047619047619048,0.3553719008264462,0.9916666666666668,0.5683453237410072,0.1621833889652464,0.1337507114399544,0.0666666666666666,0.7314814814814815,0.1496377716712465,0.0625,0.1224899598393574,0.0019251925192519,0.1607528755663994,0.7682927240579355,0.7349397306571012,0.3333333333333333,0.8333333333333334,0.2060723514211886
74.821612,31.637506,0.4157303370786517,0.968421052631579,0.09375,1.0,0.9036144578313252,0.0,0.99625468164794,0.9714285714285714,0.1652892561983471,0.875,0.0215827338129496,0.06381307677204,0.0392714854866249,0.2,0.5740740740740741,0.0439670247314514,0.265625,0.2008032128514056,0.0184268426842684,0.072812826768909,0.9634146681858776,0.9638553995372496,0.6666666666666666,0.4166666666666667,0.150516795865633
80.981883,24.600766,0.6404494382022472,0.8526315789473684,0.0625,0.7773419111878236,1.0,0.2011173184357542,0.9213483146067416,0.7904761904761904,1.0,0.975,0.3237410071942446,0.1372472020420184,0.112122936824132,0.1666666666666666,0.7777777777777778,0.1338995753185111,0.1796875,0.0461847389558232,0.0129262926292629,0.12345765074939,0.7804878346626429,0.7951806931281792,0.3333333333333333,0.8333333333333334,0.1989664082687338
74.731872,19.138165,0.6179775280898876,0.9052631578947368,0.4375,0.3572885611172132,0.8072289156626506,0.4134078212290503,0.6591760299625468,0.5238095238095238,0.5230769230769231,0.7166666666666667,0.5899280575539568,0.0378951502061653,0.0079681274900398,0.0333333333333333,0.4629629629629629,0.0067449412940294,0.0390625,0.0441767068273092,0.009075907590759,0.0220634367375392,0.9634146681858776,0.9759036379916722,1.0,0.25,0.4366925064599483
75.365311,19.882386,0.6853932584269663,0.8105263157894737,0.375,0.3900831633453632,0.8554216867469879,0.4916201117318435,0.6367041198501873,0.5333333333333333,0.5923076923076923,0.8083333333333333,0.6330935251798561,0.0752012566267425,0.0273192942515651,0.0666666666666666,0.5648148148148148,0.0477142143392455,0.0703125,0.0883534136546184,0.0085258525852585,0.0555245730219588,0.9634146681858776,0.9759036379916722,1.0,0.25,0.4018087855297158
74.869125,17.007059,0.6067415730337079,0.7894736842105263,0.53125,0.2520006276478895,0.7168674698795181,0.5251396648044693,0.5280898876404494,0.4476190476190476,0.4615384615384615,0.65,0.6618705035971223,0.0528175927743962,0.0,0.0,0.3425925925925926,0.005745690731951,0.0546875,0.0160642570281124,0.0093509350935093,0.0707912164517253,0.9634146681858776,0.9759036379916722,1.0,0.25,0.4147286821705426
79.887779,28.842134,0.550561797752809,0.7578947368421053,0.125,0.7545896751922172,0.8192771084337349,0.2402234636871508,0.7827715355805244,0.8571428571428571,0.5,0.8,0.237410071942446,0.2153936775967013,0.1783077796706416,0.1333333333333333,0.7037037037037037,0.1936047964026979,0.34375,0.5732931726907631,0.0184268426842684,0.2162077378877657,0.8048780558720579,0.8433734745950935,0.6666666666666666,0.75,0.1330749354005168
88.380958,22.649931,0.7528089887640449,0.5368421052631579,0.1875,0.4817197552173231,0.6506024096385542,0.4301675977653631,0.550561797752809,0.8857142857142857,0.2923076923076923,0.7666666666666667,0.5323741007194245,0.2617317887296289,0.1260647359454855,0.2,0.4259259259259259,0.1718710966774918,0.3046875,0.4086345381526104,0.0104510451045104,0.2696758452422447,0.8048780558720579,0.8433734745950935,0.6666666666666666,0.75,0.0083979328165374
77.064323,28.592978,0.6179775280898876,0.8526315789473684,0.0625,0.9243684293111564,0.9216867469879518,0.1340782122905028,0.9176029962546816,1.0,0.0076923076923076,1.0,0.1870503597122302,0.0453563714902807,0.0465644520159,0.1,0.8333333333333334,0.0462153384961279,0.1484375,0.142570281124498,0.0068756875687568,0.0599860578598814,0.9634146681858776,0.9638553995372496,0.6666666666666666,0.4166666666666667,0.1492248062015503
79.42159,10.39151,1.0,0.2631578947368421,0.5625,0.1901773105287933,0.6144578313253012,0.9608938547486032,0.1722846441947565,0.6761904761904762,0.7846153846153846,0.8347107438016529,0.920863309352518,0.1560966031808364,0.0687109596819988,0.7333333333333333,0.287037037037037,0.0899325505870597,0.75,0.0662650602409638,0.135038503850385,0.1341233879400488,0.6585366123138198,0.6265059867191088,0.3333333333333333,1.0,0.0096899224806201
73.671534,24.58383,0.5056179775280899,0.8526315789473684,0.1875,0.6219990585281657,0.7710843373493976,0.1843575418994413,0.7902621722846442,0.638095238095238,0.0615384615384615,0.743801652892562,0.316546762589928,0.0655802081288042,0.0488358886996025,0.0666666666666666,0.7962962962962963,0.0659505370971771,0.0625,0.0180722891566265,0.0019251925192519,0.0479609620076681,0.8048780558720579,0.8433734745950935,0.6666666666666666,0.75,0.3914728682170542
75.802335,16.10072,0.6853932584269663,0.631578947368421,0.59375,0.1922171661697787,0.6566265060240963,0.659217877094972,0.4007490636704119,0.5142857142857142,0.7,0.6694214876033058,0.7482014388489209,0.0647948164146868,0.0090857467348097,0.0,0.3611111111111111,0.014738945790657,0.0625,0.0291164658634538,0.0077007700770077,0.0493203206692227,0.7804878346626429,0.7590361501156876,0.6666666666666666,0.4166666666666667,0.3585271317829457
77.632839,31.432381,0.0,0.4947368421052631,0.0,0.7371724462576494,0.3734939759036144,0.0111731843575419,0.6591760299625468,0.3523809523809524,0.0,0.3636363636363636,0.0,0.1509915570390732,0.0374787052810902,0.6333333333333333,0.0092592592592592,0.0474644016987259,0.9765625,0.2740963855421687,0.0676567656765676,0.2025444405716277,0.6097561117441157,0.6144578057149449,1.0,0.25,0.8688630490956072
80.160587,16.103257,1.0,0.4842105263157895,0.3333333333333333,0.3332810293425388,0.8433734939759037,0.7877094972067039,0.4307116104868914,0.8952380952380953,0.7746478873239436,0.9669421487603306,0.8607594936708861,0.1052424896917337,0.0227143668370244,0.0333333333333333,0.3703703703703703,0.0419685236072945,0.0859375,0.1034136546184738,0.0211771177117711,0.1015336354130359,0.829268335232347,0.8915662560620077,1.0,0.25,0.0251937984496124
